Projekt Aerodynamik Übung Druckmessungen
P_amb in [Pa]:  100463 T_amb in [K]: 291
Channel 1-28 Druckdaten [Pa] 32 Pdyn [Pa]
-39,824	-105,406	-110,814	-95,201	-90,628	-85,743	-80,134	-74,407	-65,994	-57,156	-51,426	-31,762	-23,214	-17,139	-9,761	-2,055	5,849	4,192	-0,046	-2,367	-4,708	2,173	16,521	27,879	36,539	42,891	54,628	60,174	-5,079	-4,866	-4,448	59,566
-39,488	-104,745	-109,489	-94,350	-89,980	-85,743	-79,798	-73,332	-65,329	-56,670	-51,097	-32,403	-22,530	-16,313	-9,304	-1,407	6,658	4,024	0,431	-2,706	-4,540	1,858	16,353	27,538	36,704	42,720	54,957	59,658	-4,586	-4,672	-4,616	61,078
-39,156	-104,249	-109,657	-94,011	-90,467	-85,414	-79,299	-73,512	-64,665	-56,019	-51,426	-31,923	-22,018	-16,642	-9,610	-1,407	6,819	4,695	1,226	-1,690	-4,540	2,485	16,856	28,741	37,361	42,552	55,614	60,174	-5,244	-4,866	-4,945	61,752
-39,324	-103,591	-109,161	-94,521	-90,145	-84,756	-79,466	-72,615	-64,997	-55,693	-50,114	-30,960	-21,163	-15,985	-8,541	-1,085	6,658	4,695	0,592	-0,845	-4,034	2,485	17,855	28,396	37,854	43,743	55,943	60,694	-5,244	-4,475	-5,441	61,752
-39,488	-103,424	-109,822	-93,498	-90,306	-86,236	-79,966	-72,615	-64,833	-55,693	-50,114	-31,279	-22,189	-16,642	-8,387	-0,759	7,141	5,030	0,907	-1,184	-4,034	2,640	17,688	28,570	37,854	43,743	55,614	61,387	-4,419	-4,672	-5,441	62,088
-39,991	-103,259	-109,325	-93,840	-89,658	-85,414	-78,631	-72,615	-64,833	-55,364	-50,114	-31,279	-22,018	-15,159	-8,081	-0,276	6,980	6,036	1,867	-0,335	-3,192	3,110	18,187	29,089	38,186	43,913	56,604	62,078	-6,723	-5,454	-4,945	62,088
-39,656	-103,756	-108,500	-93,498	-89,172	-85,414	-79,299	-72,434	-64,501	-55,364	-49,785	-30,477	-22,189	-15,324	-8,236	-0,437	8,433	6,539	2,344	-0,335	-2,689	2,798	17,356	29,089	38,351	44,255	55,779	61,213	-4,915	-4,672	-4,945	61,246
-40,156	-103,920	-109,822	-93,327	-89,172	-85,414	-79,798	-72,792	-64,169	-55,039	-49,785	-30,799	-21,334	-15,985	-8,081	-1,085	8,111	7,039	1,548	0,174	-2,689	4,363	18,855	29,776	37,690	44,255	56,604	61,904	-4,915	-5,063	-5,934	62,255
-40,491	-104,581	-109,822	-93,669	-89,333	-85,414	-79,131	-72,792	-64,665	-55,203	-49,785	-29,033	-22,359	-15,488	-7,473	-0,276	7,950	6,871	2,982	-0,168	-2,183	3,268	18,855	29,431	38,515	44,084	56,933	61,558	-4,254	-4,475	-5,605	62,762
-41,993	-105,406	-110,650	-94,179	-89,494	-85,907	-79,299	-72,973	-64,169	-55,039	-50,443	-29,836	-22,359	-15,488	-7,624	-0,924	7,789	6,871	2,186	0,513	-1,509	4,678	19,022	30,638	38,680	44,765	56,604	61,387	-6,062	-5,260	-5,109	63,265
