14:48:29	Temperatur:	20,24	Luftdruck: 	102232,09	Dynamischer Druck: 65,31
HD1	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	HD10	HD11	HD12	HD13	HD14	HD15	HD16	HD17	HD18	HD19	HD20	HD21	HD22	HD23	HD24	
1.069664E-1	-2.974736E-3	-3.914762E-1	-1.612770E-1	-1.548288E-1	1.565219E+0	7.372742E-1	8.836475E-1	3.010560E-1	9.481292E-1	4.558118E-1	-4.586776E-3	9.921580E-3	-4.230850E-2	1.701583E-1	3.968112E-1	-1.071253E-2	-2.006235E-2	-1.393660E-2	-3.837384E-1	-2.296403E-2	-2.409117E-1	-2.563873E-1	-2.463927E-1
1.063215E-1	-2.329921E-3	-4.021156E-1	-1.722389E-1	-3.021692E-1	-1.638549E+0	4.109971E-1	8.352863E-1	2.910613E-1	-1.079172E+0	6.708581E-1	5.717505E-4	-7.306528E-5	3.120050E-2	1.936941E-1	2.436673E-1	-9.745302E-3	-2.038476E-2	-1.425901E-2	-3.305411E-1	-1.973995E-2	-1.541840E-1	-1.973867E-1	-2.267258E-1
1.059991E-1	-3.297144E-3	-1.841680E-1	-9.969710E-2	-9.518339E-2	1.492355E+0	9.310416E-1	8.256141E-1	2.907389E-1	9.010576E-1	6.673116E-1	-4.264368E-3	8.309540E-3	3.797107E-2	1.482346E-1	1.201851E-1	-1.039012E-2	-1.973995E-2	-1.458142E-2	-2.953986E-1	-1.812791E-2	-1.296810E-1	-1.545064E-1	-2.073813E-1
1.056767E-1	-2.974736E-3	-6.184512E-1	-5.101351E-2	-1.574081E-1	-1.575357E+0	9.110523E-1	8.801011E-1	2.710720E-1	-9.953457E-1	6.118574E-1	-1.685105E-3	2.183790E-3	3.668144E-2	9.987339E-2	1.417864E-1	-1.071253E-2	-2.038476E-2	-1.425901E-2	-2.676716E-1	-1.941754E-2	-1.648235E-1	-1.744957E-1	-1.964195E-1
1.066440E-1	-1.685105E-3	-7.312939E-1	-1.419325E-1	-3.956675E-1	1.400146E+0	4.490413E-1	7.653237E-1	2.678479E-1	9.126643E-1	1.175427E+0	-4.264368E-3	9.276764E-3	4.280719E-2	1.153362E-2	1.840219E-1	-1.135734E-2	-1.973995E-2	-1.393660E-2	-2.995899E-1	-1.973995E-2	-1.777198E-1	-1.796542E-1	-1.861024E-1
1.059991E-1	-1.685105E-3	-9.592360E-1	-9.100486E-3	-3.573009E-1	-1.499913E+0	3.716633E-1	7.450120E-1	2.584981E-1	-1.163642E+0	1.378867E+0	-7.306528E-5	-7.178811E-4	1.114801E-1	-4.264368E-3	2.691376E-1	-1.006771E-2	-2.006235E-2	-1.458142E-2	-3.643939E-1	-1.973995E-2	-1.890041E-1	-1.983539E-1	-1.719165E-1
1.066440E-1	-3.619552E-3	-9.995370E-1	-1.329179E-2	-3.373117E-1	1.319544E+0	2.539844E-1	6.360380E-1	2.707496E-1	1.080317E+0	1.308259E+0	-4.586776E-3	9.921580E-3	1.076112E-1	-3.521553E-2	3.316847E-1	-1.135734E-2	-1.973995E-2	-1.458142E-2	-4.588594E-1	-2.006235E-2	-1.854576E-1	-1.928730E-1	-1.648235E-1
1.063215E-1	-1.362697E-3	-4.617610E-1	-8.744560E-2	-4.072741E-1	-1.429306E+0	1.991622E-2	5.905785E-1	2.639791E-1	-1.457033E+0	1.466884E+0	-1.040289E-3	3.795830E-3	1.582292E-1	-4.166368E-2	2.884821E-1	-1.071253E-2	-1.973995E-2	-1.458142E-2	-5.384941E-1	-2.199680E-2	-1.361292E-1	-1.661131E-1	-1.435446E-1
1.401744E-1	-5.876407E-3	8.269037E-1	-3.111966E-1	-3.808367E-1	1.239586E+0	2.842908E-1	5.164246E-1	2.842908E-1	1.351140E+0	1.709981E+0	-4.909184E-3	5.407869E-3	2.510827E-1	1.927141E-2	2.401209E-1	-1.071253E-2	-1.973995E-2	-1.393660E-2	-5.665435E-1	-2.360884E-2	-1.409653E-1	-1.525720E-1	-1.322603E-1
1.030975E-1	-2.329921E-3	1.300199E+0	-4.317771E-1	-2.267258E-1	-1.357087E+0	5.815510E-1	5.963818E-1	2.633342E-1	-1.737205E+0	1.329538E+0	-1.362697E-3	2.506198E-3	1.298573E-1	1.056640E-2	1.559724E-1	-9.422894E-3	-2.006235E-2	-1.393660E-2	-5.607402E-1	-2.522088E-2	-1.857800E-1	-1.873920E-1	-1.445118E-1
-7.422688E-2	-6.843631E-3	8.678495E-1	-4.043725E-1	-3.447270E-1	1.174138E+0	-3.656835E-1	3.900406E-1	2.452794E-1	1.627766E+0	8.069144E-1	-4.586776E-3	7.019909E-3	-5.231592E-3	2.765401E-2	3.120050E-2	-1.006771E-2	-1.973995E-2	-1.393660E-2	-5.378493E-1	-2.231921E-2	-2.196328E-1	-2.147967E-1	-1.796542E-1
1.059991E-1	-2.007513E-3	9.291071E-1	-3.782574E-1	-4.266186E-1	-1.301633E+0	-5.649445E-2	3.507068E-1	2.078801E-1	-2.102815E+0	8.249692E-1	-1.685105E-3	4.440645E-3	-9.292654E-2	5.828277E-2	-9.422894E-3	-1.006771E-2	-2.006235E-2	-1.425901E-2	-4.794935E-1	-2.006235E-2	-2.483271E-1	-2.505840E-1	-2.067365E-1
8.923393E-2	-5.231592E-3	7.679030E-1	-2.331739E-1	-5.007724E-1	1.105142E+0	3.220125E-1	3.010560E-1	2.056232E-1	1.967585E+0	7.579083E-1	-3.297144E-3	6.697501E-3	-1.312931E-1	3.539180E-2	4.022792E-2	-9.422894E-3	-2.038476E-2	-1.361420E-2	-4.698212E-1	-1.780550E-2	-2.505840E-1	-2.531632E-1	-2.296275E-1
3.442458E-2	1.861382E-3	6.144367E-1	8.246336E-2	-5.436526E-1	-1.247791E+0	-8.680079E-2	2.946078E-1	1.569396E-1	-2.496152E+0	2.855804E-1	-3.954732E-4	7.019909E-3	-1.586977E-1	-3.070182E-2	-7.810855E-3	-9.100486E-3	-1.877272E-2	-1.329179E-2	-4.340340E-1	-1.716068E-2	-2.663819E-1	-2.747645E-1	-2.483271E-1
9.921580E-3	2.493426E-4	3.007336E-1	1.595189E-1	-3.660059E-1	1.030988E+0	-3.240929E-1	1.630654E-1	1.579068E-1	2.407996E+0	6.692461E-1	-2.974736E-3	7.664724E-3	-2.189880E-1	-8.970246E-2	-4.746703E-2	-9.422894E-3	-1.877272E-2	-1.232457E-2	-5.030292E-1	-1.716068E-2	-2.860488E-1	-2.857264E-1	-2.612234E-1
-9.679543E-2	2.183790E-3	2.443122E-1	4.612928E-1	-1.603098E-1	-1.179440E+0	-2.260810E-1	1.759617E-1	1.118025E-1	-2.681536E+0	2.752633E-1	-1.362697E-3	6.052685E-3	-1.493479E-1	2.828606E-3	-1.232457E-2	-9.422894E-3	-1.845032E-2	-1.296938E-2	-5.675108E-1	-1.877272E-2	-3.024916E-1	-3.066829E-1	-2.596114E-1
2.023863E-2	-1.362697E-3	7.914388E-1	3.723082E-1	1.843443E-1	9.519981E-1	-2.164087E-1	9.987339E-2	1.417864E-1	2.747171E+0	3.129851E-1	-2.329921E-3	7.019909E-3	-1.632114E-1	5.730277E-3	3.377977E-2	-8.133263E-3	-1.909513E-2	-1.329179E-2	-6.236097E-1	-1.909513E-2	-3.224809E-1	-3.218361E-1	-2.670268E-1
-7.841818E-2	3.151014E-3	1.197996E+0	2.520500E-1	3.455483E-1	-1.114636E+0	-4.108206E-1	8.149614E-2	9.407005E-2	-2.519688E+0	2.675255E-1	-3.954732E-4	6.052685E-3	-1.409653E-1	4.506404E-2	1.379047E-2	-8.133263E-3	-1.845032E-2	-1.361420E-2	-6.103910E-1	-2.135199E-2	-3.128087E-1	-3.276394E-1	-2.731525E-1
3.797107E-2	-2.329921E-3	8.378656E-1	-1.074349E-1	3.107282E-1	8.707512E-1	-7.970781E-2	-6.843631E-3	1.092232E-1	2.451844E+0	-3.102294E-1	-2.007513E-3	7.664724E-3	-1.206536E-1	2.894365E-2	-2.109278E-1	-8.133263E-3	-1.877272E-2	-1.329179E-2	-4.537009E-1	-2.231921E-2	-2.792783E-1	-2.986227E-1	-2.676716E-1
-9.260413E-2	1.733696E-2	4.413035E-1	1.411288E-2	2.098145E-1	-1.037259E+0	-3.972924E-2	4.312959E-2	3.861588E-2	-1.868103E+0	-2.344636E-1	-7.178811E-4	9.276764E-3	-1.090469E-1	4.118237E-3	-3.834160E-1	-8.133263E-3	-1.877272E-2	-1.232457E-2	-3.402133E-1	-2.360884E-2	-2.354308E-1	-2.667044E-1	-2.541305E-1
-8.486634E-2	6.697501E-3	3.997128E-1	-1.693372E-1	3.249142E-1	8.040127E-1	-3.779479E-2	-2.199680E-2	5.892758E-2	1.751571E+0	-6.848672E-1	1.216566E-3	7.987132E-3	-6.616668E-2	-3.297144E-3	-3.179672E-1	-7.488447E-3	-1.780550E-2	-1.200216E-2	-2.067365E-1	-2.135199E-2	-1.980315E-1	-2.212449E-1	-2.438134E-1
-3.263626E-2	9.599172E-3	5.335122E-1	-1.835231E-1	3.955215E-1	-9.624601E-1	-4.940147E-2	4.893294E-2	2.493426E-4	-1.307114E+0	-4.611162E-1	-3.954732E-4	7.019909E-3	3.958311E-2	1.379047E-2	-1.754629E-1	-7.810855E-3	-1.748309E-2	-1.264697E-2	-4.134128E-2	-1.780550E-2	-1.786870E-1	-2.028676E-1	-2.299499E-1
-8.131985E-2	6.697501E-3	4.554894E-1	2.797642E-2	4.725771E-1	7.150280E-1	4.732090E-2	3.795830E-3	4.248478E-2	1.180908E+0	-7.380644E-1	3.151014E-3	7.987132E-3	1.836995E-1	2.493426E-4	-1.938402E-1	-7.488447E-3	-1.877272E-2	-1.135734E-2	2.730065E-1	-1.619346E-2	-1.999659E-1	-2.044796E-1	-2.228569E-1
-9.034727E-2	1.024399E-2	2.149730E-1	7.730484E-2	4.161557E-1	-8.992682E-1	6.334587E-1	1.553276E-1	-1.780550E-2	-7.306490E-1	-5.375269E-1	-1.685105E-3	8.309540E-3	2.823563E-1	-6.745631E-2	-2.199552E-1	-6.843631E-3	-1.812791E-2	-1.232457E-2	3.432914E-1	-1.587105E-2	-1.912609E-1	-2.067365E-1	-2.186656E-1
-8.744560E-2	9.921580E-3	-1.403205E-1	-4.005164E-2	3.110506E-1	6.566721E-1	7.640341E-1	2.020767E-1	3.990552E-2	4.909543E-1	-6.993755E-1	3.473422E-3	7.342317E-3	2.481811E-1	-6.906835E-2	-4.843425E-2	-7.488447E-3	-1.780550E-2	-1.232457E-2	5.451189E-1	-1.683828E-2	-2.302723E-1	-2.267258E-1	-2.196328E-1
-8.035263E-2	1.217844E-2	-4.878761E-1	-1.219432E-1	3.926070E-2	-8.389780E-1	1.346934E-1	2.439898E-1	-1.361420E-2	-2.934642E-1	-3.611698E-1	-2.007513E-3	7.342317E-3	2.456018E-1	-6.390983E-2	6.956704E-2	-7.810855E-3	-1.748309E-2	-1.232457E-2	9.642496E-1	-1.716068E-2	-2.260810E-1	-2.338188E-1	-2.070589E-1
4.796571E-2	2.493426E-4	-6.481127E-1	-5.713926E-2	2.862124E-2	5.967042E-1	1.501690E-1	1.669342E-1	6.279648E-2	3.732625E-2	-1.886817E-1	1.861382E-3	7.664724E-3	1.895028E-1	-1.554864E-2	1.053543E-1	-8.778079E-3	-1.780550E-2	-1.167975E-2	1.168012E+0	-1.877272E-2	-2.370428E-1	-2.396221E-1	-2.002883E-1
-3.231385E-2	9.276764E-3	-5.768606E-1	7.537039E-2	-6.004093E-2	-7.873928E-1	2.968647E-1	2.533396E-1	2.700920E-2	1.524259E-1	-7.248457E-1	-3.297144E-3	8.631948E-3	2.955750E-1	6.666537E-2	7.440316E-2	-8.133263E-3	-1.716068E-2	-1.329179E-2	1.037114E+0	-2.038476E-2	-2.247913E-1	-2.396221E-1	-1.977091E-1
-9.195931E-2	8.954356E-3	-2.441358E-1	1.861382E-3	-9.745302E-3	5.306105E-1	5.915457E-1	2.623670E-1	9.858376E-2	-5.423630E-1	-6.606866E-1	1.861382E-3	7.987132E-3	3.710185E-1	1.730600E-1	9.084597E-2	-8.778079E-3	-1.780550E-2	-1.200216E-2	8.230348E-1	-2.199680E-2	-2.180208E-1	-2.293050E-1	-1.915833E-1
-9.776265E-2	3.473422E-3	-4.227497E-1	-2.354308E-1	1.330814E-1	-7.225889E-1	8.298054E-1	4.180901E-1	7.311353E-2	6.502240E-1	-2.086709E-1	-3.941960E-3	7.664724E-3	3.939095E-1	2.730065E-1	1.346934E-1	-8.778079E-3	-1.780550E-2	-1.167975E-2	6.118574E-1	-2.393125E-2	-2.144743E-1	-2.286602E-1	-1.951298E-1
-8.486634E-2	2.281790E-2	-8.699291E-1	-1.638563E-1	1.579068E-1	4.738667E-1	9.265279E-1	4.516205E-1	1.359831E-1	-1.016625E+0	-8.196467E-2	1.216566E-3	3.795830E-3	3.629583E-1	1.778961E-1	1.269557E-1	-8.133263E-3	-1.716068E-2	-1.167975E-2	4.080955E-1	-2.231921E-2	-1.880368E-1	-2.057693E-1	-2.028676E-1
1.443529E-2	7.987132E-3	-7.229113E-1	-4.308099E-1	-1.403205E-1	-6.722933E-1	7.269571E-1	5.435069E-1	9.697172E-2	1.101596E+0	1.753169E-1	-3.619552E-3	1.314566E-2	2.359296E-1	2.488259E-1	1.861382E-3	-7.166039E-3	-1.748309E-2	-1.296938E-2	2.130386E-1	-1.941754E-2	-1.677252E-1	-1.899713E-1	-2.051245E-1
8.954356E-3	1.088880E-2	-1.019526E+0	-1.087245E-1	-2.754094E-1	4.267951E-1	3.162092E-1	4.532326E-1	1.169610E-1	-1.640483E+0	1.037423E-1	-3.954732E-4	6.697501E-3	1.395296E-1	2.968647E-1	-7.390447E-2	-7.810855E-3	-1.941754E-2	-1.232457E-2	1.785409E-1	-1.716068E-2	-1.428998E-1	-1.619218E-1	-1.928730E-1
-7.519410E-2	1.538974E-3	-5.072205E-1	2.223884E-1	-3.108742E-1	-6.200632E-1	1.836995E-1	4.754787E-1	8.343059E-2	1.642275E+0	-5.231592E-3	-3.297144E-3	8.631948E-3	1.085784E-1	3.452259E-1	1.861382E-3	-7.166039E-3	-1.877272E-2	-1.232457E-2	1.208299E-1	-1.780550E-2	-8.809042E-2	-1.206536E-1	-1.693372E-1
-6.262020E-2	8.941584E-4	3.110506E-1	2.701048E-1	-4.478975E-1	3.532861E-1	1.346934E-1	3.784339E-1	1.108353E-1	-2.246286E+0	-8.744560E-2	-1.685105E-3	8.309540E-3	8.439781E-2	3.652152E-1	1.604861E-1	-8.455671E-3	-1.780550E-2	-1.167975E-2	3.152291E-2	-1.780550E-2	-7.422688E-2	-9.324894E-2	-1.319379E-1
-7.390447E-2	1.861382E-3	5.138453E-1	2.852580E-1	-5.239857E-1	-5.646091E-1	5.112660E-1	4.548446E-1	1.092232E-1	2.181343E+0	-6.843631E-3	-2.007513E-3	7.019909E-3	7.537039E-2	3.900406E-1	2.765530E-1	-7.166039E-3	-1.748309E-2	-1.296938E-2	4.118237E-3	-1.780550E-2	-4.585499E-2	-6.810113E-2	-9.195931E-2
-7.938541E-2	1.733696E-2	2.359296E-1	-1.045332E-1	-5.639643E-1	2.881597E-1	5.754253E-1	4.226038E-1	1.404968E-1	-2.627372E+0	9.922858E-2	-3.954732E-4	5.407869E-3	6.150685E-2	3.278158E-1	3.687617E-1	-8.133263E-3	-1.716068E-2	-1.200216E-2	-6.294260E-2	-1.973995E-2	-2.425366E-2	-4.230850E-2	-5.649445E-2
-7.035798E-2	-2.329921E-3	2.059456E-1	-2.554329E-2	-4.862640E-1	-5.191496E-1	4.161557E-1	4.857958E-1	1.508138E-1	2.694296E+0	-3.434374E-1	-2.007513E-3	7.987132E-3	-1.006771E-2	2.639791E-1	4.764460E-1	-6.198815E-3	-1.748309E-2	-1.264697E-2	-1.200088E-1	-2.102958E-2	3.442458E-2	-3.954732E-4	-2.006235E-2
-5.713926E-2	1.056640E-2	6.940715E-1	-3.779479E-2	-3.737437E-1	2.169075E-1	8.923393E-2	3.929423E-1	1.753169E-1	-2.613186E+0	-5.117342E-1	-7.178811E-4	8.631948E-3	1.185603E-2	1.895028E-1	5.296433E-1	-7.166039E-3	-1.748309E-2	-1.135734E-2	-2.331739E-1	-2.199680E-2	1.130921E-1	7.375835E-2	3.539180E-2
-2.652328E-3	3.473422E-3	1.458502E+0	-1.374188E-1	-3.150655E-1	-4.562801E-1	-5.842889E-2	3.942319E-1	1.949837E-1	2.481828E+0	-4.588594E-1	-2.007513E-3	7.987132E-3	1.337262E-1	1.840219E-1	4.551670E-1	-7.166039E-3	-1.973995E-2	-1.393660E-2	-2.825023E-1	-2.296403E-2	1.463001E-1	1.140593E-1	7.182390E-2
1.047095E-1	3.473422E-3	1.353397E+0	-3.205465E-1	3.345736E-2	1.498466E-1	-5.488241E-2	2.859028E-1	1.962734E-1	-1.880354E+0	-3.395685E-1	-1.362697E-3	7.664724E-3	1.066440E-1	1.453329E-1	4.077730E-1	-8.778079E-3	-1.909513E-2	-1.232457E-2	-3.473063E-1	-2.328643E-2	1.566172E-1	1.369503E-1	9.310282E-2
1.050319E-1	-2.007513E-3	1.206701E+0	-1.006643E-1	2.926734E-1	-4.156567E-1	-2.902401E-1	2.778426E-1	2.027215E-1	1.882147E+0	-5.359148E-1	2.493426E-4	7.342317E-3	-6.487705E-2	5.570350E-2	4.935336E-1	-8.455671E-3	-1.877272E-2	-1.329179E-2	-4.356460E-1	-1.941754E-2	1.927269E-1	1.656446E-1	1.095456E-1
1.050319E-1	6.375093E-3	1.308904E+0	2.775202E-1	2.120714E-1	1.066440E-1	-6.342492E-1	7.182390E-2	1.714480E-1	-1.467995E+0	-6.229649E-1	-7.178811E-4	6.052685E-3	-1.167847E-1	1.408192E-1	4.171229E-1	-8.778079E-3	-1.973995E-2	-1.232457E-2	-4.504768E-1	-1.748309E-2	1.240540E-1	1.298573E-1	1.118025E-1
1.050319E-1	2.493426E-4	8.223900E-1	3.503844E-1	9.599172E-3	-3.660059E-1	-1.082396E+0	-7.390447E-2	1.559724E-1	1.412075E+0	-5.723469E-1	1.216566E-3	6.052685E-3	2.926605E-2	2.662359E-1	3.323296E-1	-7.810855E-3	-1.941754E-2	-1.393660E-2	-3.415030E-1	-1.748309E-2	1.092232E-1	1.076112E-1	1.034199E-1
1.047095E-1	4.118237E-3	1.246988E-1	3.858493E-1	-3.843960E-2	4.732090E-2	-1.098516E+0	-3.015244E-1	1.024527E-1	-1.050155E+0	-6.726157E-1	-1.040289E-3	6.375093E-3	3.922975E-1	2.523724E-1	2.181971E-1	-8.133263E-3	-1.877272E-2	-1.393660E-2	-3.824487E-1	-1.877272E-2	8.826671E-2	8.826671E-2	1.092232E-1
-7.745096E-2	-1.685105E-3	8.568744E-2	1.911148E-1	8.891152E-2	-3.202240E-1	-8.628362E-1	-3.234481E-1	1.008406E-1	9.490964E-1	-3.115190E-1	3.151014E-3	5.730277E-3	6.382949E-1	2.678479E-1	1.398520E-1	-9.100486E-3	-1.941754E-2	-1.361420E-2	-5.471991E-1	-1.877272E-2	9.276764E-3	2.249549E-2	8.955634E-2
1.050319E-1	2.506198E-3	5.325450E-1	2.952526E-1	2.691376E-1	-1.200216E-2	-9.337658E-1	-4.514440E-1	4.216237E-2	-6.203856E-1	-2.225345E-1	-2.329921E-3	6.697501E-3	5.992835E-1	2.578533E-1	1.114801E-1	-8.133263E-3	-1.812791E-2	-1.361420E-2	-4.617610E-1	-1.973995E-2	-3.940683E-2	-2.651051E-2	6.537574E-2
-2.457607E-2	1.216566E-3	3.545757E-1	3.532861E-1	1.875684E-1	-2.757318E-1	-1.120117E+0	-5.052861E-1	5.022257E-2	4.200246E-1	2.227108E-1	2.828606E-3	6.052685E-3	4.080955E-1	3.764995E-1	2.536620E-1	-8.133263E-3	-1.973995E-2	-1.361420E-2	-3.244153E-1	-2.199680E-2	-1.032436E-1	-8.938005E-2	1.927141E-2
3.151014E-3	7.987132E-3	1.272781E-1	2.946078E-1	1.759617E-1	-7.068039E-2	-1.132046E+0	-6.600418E-1	1.217844E-2	-2.370428E-1	4.783804E-1	-3.297144E-3	7.342317E-3	1.833771E-1	5.003042E-1	4.142212E-1	-7.810855E-3	-1.812791E-2	-1.264697E-2	-3.266722E-1	-2.264162E-2	-1.087245E-1	-1.084021E-1	-6.843631E-3
-7.874059E-2	1.217844E-2	-2.241465E-1	3.616687E-1	2.672031E-1	-2.070589E-1	-1.185566E+0	-6.829327E-1	2.991087E-2	-6.390983E-2	4.271175E-1	2.828606E-3	7.342317E-3	9.116838E-2	6.579618E-1	3.394225E-1	-6.843631E-3	-1.877272E-2	-1.264697E-2	-4.211377E-1	-2.296403E-2	-1.087245E-1	-1.174295E-1	-4.456535E-2
