Projekt Aerodynamik Übung CPM3
P_amb in [Pa]:  100463 T_amb in [K]: 291
Channel 1-3 HCL Druckdaten [V] 
0,141	0,169	0,135
0,141	0,167	0,140
0,141	0,169	0,135
0,139	0,164	0,140
0,139	0,164	0,136
0,142	0,172	0,137
0,142	0,164	0,135
0,142	0,165	0,139
0,139	0,169	0,135
0,142	0,159	0,139
0,137	0,162	0,135
0,139	0,167	0,135
0,142	0,169	0,135
0,138	0,165	0,137
0,142	0,163	0,137
0,142	0,167	0,142
0,141	0,167	0,135
0,141	0,162	0,142
0,143	0,162	0,137
0,139	0,167	0,142
0,144	0,165	0,137
0,144	0,162	0,140
0,142	0,164	0,135
0,139	0,169	0,135
0,142	0,170	0,142
0,142	0,167	0,140
0,142	0,162	0,140
0,139	0,170	0,142
0,139	0,162	0,143
0,141	0,165	0,134
0,138	0,162	0,142
0,142	0,167	0,135
0,144	0,164	0,134
0,141	0,167	0,134
0,141	0,175	0,132
0,145	0,162	0,134
0,142	0,163	0,140
0,139	0,172	0,131
0,139	0,162	0,140
0,142	0,165	0,137
0,142	0,164	0,135
0,132	0,170	0,142
0,141	0,174	0,138
0,139	0,167	0,135
0,144	0,169	0,139
0,141	0,175	0,140
0,142	0,167	0,135
0,132	0,162	0,137
0,144	0,172	0,140
0,136	0,172	0,142
0,141	0,164	0,135
0,141	0,162	0,137
0,141	0,162	0,140
0,141	0,164	0,135
0,143	0,169	0,140
0,139	0,167	0,137
0,141	0,163	0,130
0,141	0,172	0,140
0,144	0,167	0,142
0,141	0,169	0,137
0,144	0,164	0,134
0,139	0,167	0,139
0,142	0,164	0,135
0,147	0,167	0,137
0,138	0,161	0,140
0,142	0,166	0,137
0,141	0,166	0,136
0,139	0,161	0,140
0,139	0,168	0,142
0,139	0,162	0,139
0,141	0,172	0,142
0,141	0,175	0,139
0,142	0,169	0,140
0,142	0,167	0,138
0,141	0,172	0,137
0,139	0,172	0,138
0,141	0,165	0,140
0,147	0,166	0,140
0,145	0,165	0,139
0,139	0,167	0,137
0,142	0,167	0,134
0,141	0,170	0,140
0,142	0,162	0,137
0,145	0,173	0,138
0,139	0,170	0,134
0,142	0,172	0,138
0,142	0,164	0,137
0,141	0,175	0,139
0,142	0,172	0,135
0,142	0,162	0,133
0,142	0,161	0,137
0,141	0,168	0,137
0,139	0,168	0,135
0,145	0,174	0,137
0,141	0,173	0,135
0,142	0,166	0,137
0,142	0,167	0,135
0,142	0,172	0,137
0,141	0,163	0,133
0,142	0,164	0,135
0,140	0,169	0,138
0,139	0,172	0,134
0,142	0,162	0,143
0,139	0,167	0,138
0,134	0,169	0,136
0,138	0,167	0,137
0,141	0,169	0,135
0,142	0,162	0,138
0,141	0,172	0,143
0,144	0,162	0,135
0,132	0,170	0,142
0,139	0,165	0,135
0,143	0,162	0,142
0,137	0,169	0,138
0,142	0,163	0,135
0,139	0,172	0,134
0,141	0,162	0,135
0,139	0,160	0,135
0,142	0,163	0,139
0,142	0,162	0,135
0,142	0,173	0,137
0,141	0,164	0,139
0,138	0,170	0,133
0,139	0,167	0,138
0,141	0,172	0,138
0,142	0,162	0,139
0,142	0,167	0,137
0,141	0,167	0,136
0,144	0,167	0,140
0,145	0,162	0,134
0,137	0,169	0,135
0,137	0,166	0,142
0,139	0,167	0,138
0,141	0,175	0,135
0,142	0,163	0,135
0,144	0,167	0,135
0,142	0,164	0,137
0,142	0,163	0,135
0,142	0,175	0,135
0,139	0,165	0,135
0,141	0,162	0,135
0,142	0,164	0,131
0,142	0,167	0,135
0,141	0,162	0,137
0,141	0,165	0,137
0,136	0,162	0,135
0,145	0,164	0,138
0,142	0,164	0,137
0,142	0,171	0,137
0,137	0,171	0,135
0,141	0,171	0,135
0,143	0,165	0,136
0,139	0,162	0,137
0,142	0,167	0,137
0,141	0,169	0,137
0,139	0,162	0,134
0,142	0,169	0,135
0,137	0,162	0,135
0,140	0,171	0,137
0,142	0,167	0,135
0,142	0,167	0,135
0,141	0,164	0,135
0,142	0,169	0,139
0,138	0,174	0,140
0,142	0,162	0,135
0,141	0,174	0,139
0,137	0,167	0,132
0,142	0,167	0,135
0,140	0,169	0,137
0,142	0,162	0,136
0,146	0,167	0,138
0,142	0,163	0,137
0,142	0,166	0,137
0,141	0,167	0,135
0,139	0,174	0,143
0,141	0,168	0,135
0,141	0,166	0,135
0,139	0,172	0,140
0,142	0,170	0,137
0,142	0,164	0,139
0,139	0,162	0,135
0,142	0,165	0,133
0,139	0,163	0,135
0,142	0,165	0,135
0,142	0,169	0,140
0,142	0,165	0,135
0,139	0,165	0,142
0,143	0,175	0,137
0,144	0,169	0,131
0,142	0,169	0,142
0,139	0,162	0,130
0,142	0,167	0,137
0,141	0,165	0,135
0,141	0,172	0,135
0,137	0,166	0,135
0,141	0,162	0,137
0,141	0,169	0,138
0,139	0,167	0,134
0,139	0,172	0,139
0,140	0,166	0,139
0,142	0,168	0,138
0,139	0,168	0,139
0,144	0,164	0,135
0,141	0,170	0,143
0,140	0,171	0,139
0,141	0,169	0,135
0,142	0,165	0,140
0,139	0,167	0,136
0,141	0,169	0,135
0,140	0,172	0,140
0,142	0,165	0,140
0,137	0,172	0,135
0,137	0,167	0,134
0,141	0,172	0,140
0,141	0,172	0,137
0,136	0,165	0,137
0,141	0,162	0,135
0,142	0,162	0,136
0,142	0,170	0,135
0,139	0,175	0,135
0,142	0,165	0,135
0,138	0,164	0,132
0,142	0,165	0,139
0,141	0,169	0,138
0,142	0,167	0,140
0,142	0,172	0,142
0,142	0,164	0,139
0,139	0,178	0,139
0,143	0,165	0,138
0,141	0,163	0,135
0,140	0,164	0,140
0,136	0,166	0,137
0,142	0,170	0,137
0,140	0,165	0,138
0,142	0,174	0,140
0,142	0,164	0,137
0,141	0,163	0,140
0,144	0,164	0,138
0,142	0,174	0,135
0,142	0,165	0,140
0,139	0,169	0,131
0,142	0,174	0,135
0,141	0,169	0,142
0,142	0,169	0,138
0,139	0,171	0,137
0,141	0,172	0,134
0,142	0,167	0,137
0,134	0,172	0,137
0,141	0,162	0,139
0,142	0,169	0,142
0,137	0,167	0,143
0,141	0,164	0,138
0,145	0,172	0,142
0,142	0,169	0,135
